Type	error	PC Date	PC Time	GPS date	gps time	latitude	longitude	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	 atm press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	Aux. H2Oflow	cond temp	dry box temp	deck box temp	Fluke Temp2	Oxygen	Saturation	Optode Temp	WB Pressure	O2_Cal_status
ATM	0	30/08/18	17:05:31	//	17:05:32	59.0580	1.1439	15.35	NaN	2257.80	396.58	207.00	1.36	32.81	1023.30	1019.87	-1.13	2.87	101.68	124.00	-55.47	9.89	9.89	9.89	3.49	4.87	26.69	33.10	15.192	317.023	101.494	15.382	1023.52	1
ATM	0	30/08/18	17:07:01	//	17:07:03	59.0608	1.1322	15.34	NaN	2257.40	396.51	208.12	1.37	32.80	1023.20	1019.71	-1.11	2.90	103.55	124.00	-55.48	9.89	9.89	9.89	4.23	4.87	26.69	33.10	15.183	316.156	101.197	15.373	1023.41	1
ATM	0	30/08/18	17:08:32	//	17:08:33	59.0636	1.1207	15.32	NaN	2258.10	396.62	209.16	1.38	32.79	1023.30	1019.74	-1.06	2.89	100.55	124.00	-55.71	9.89	9.89	9.89	4.65	4.75	26.69	33.10	15.116	315.933	101.059	15.342	1023.49	1
ATM	0	30/08/18	17:10:02	//	17:10:03	59.0664	1.1092	15.25	NaN	2257.40	396.45	209.16	1.38	32.79	1023.30	1019.85	-1.05	2.90	102.04	124.00	-55.64	9.89	9.89	9.89	3.35	4.81	26.62	33.10	15.056	315.738	100.840	15.270	1023.43	1
ATM	0	30/08/18	17:11:32	//	17:11:33	59.0692	1.0978	15.21	NaN	2257.40	396.47	209.29	1.38	32.77	1023.20	1019.83	-1.06	2.89	102.65	124.00	-55.64	9.89	9.89	9.89	4.43	4.75	26.62	33.20	15.050	314.750	100.471	15.246	1023.42	1
EQU	0	30/08/18	17:16:29	//	17:16:30	59.0783	1.0601	15.20	NaN	2049.70	348.48	208.25	1.37	32.74	1023.40	1019.63	-1.07	2.89	86.99	124.00	-54.72	9.89	9.89	9.89	3.47	4.87	26.62	33.10	15.055	313.949	100.199	15.238	1023.49	1
EQU	0	30/08/18	17:18:01	//	17:18:02	59.0811	1.0485	15.20	NaN	2047.90	348.11	208.45	1.37	32.73	1023.30	1019.68	-1.13	2.90	86.72	124.00	-54.80	9.89	9.89	9.89	3.31	4.87	26.56	33.10	15.058	313.976	100.209	15.239	1023.43	1
EQU	0	30/08/18	17:19:34	//	17:19:35	59.0840	1.0366	15.20	NaN	2047.50	348.04	208.37	1.37	32.73	1023.20	1019.73	-1.05	2.91	87.05	124.00	-54.85	9.89	9.89	9.89	4.27	4.87	26.56	33.10	15.051	314.013	100.222	15.239	1023.47	1
EQU	0	30/08/18	17:21:07	//	17:21:08	59.0869	1.0247	15.20	NaN	2047.40	348.06	207.95	1.37	32.73	1023.10	1019.79	-0.96	2.90	86.51	124.00	-55.68	9.89	9.89	9.89	3.92	4.87	26.62	33.10	15.045	313.791	100.138	15.233	1023.42	1
EQU	0	30/08/18	17:22:39	//	17:22:40	59.0897	1.0131	15.19	NaN	2047.40	347.97	207.50	1.37	32.71	1023.30	1019.65	-1.09	2.90	85.54	124.00	-55.66	9.89	9.89	9.89	4.19	4.69	26.62	33.10	15.038	314.102	100.224	15.227	1023.37	1
EQU	0	30/08/18	17:24:12	//	17:24:13	59.0926	1.0013	15.19	NaN	2046.80	347.92	207.04	1.36	32.71	1023.10	1019.73	-1.08	2.88	88.13	124.00	19.10	9.89	9.89	9.89	5.14	4.69	26.56	33.10	15.041	314.291	100.287	15.228	1023.58	1
EQU	0	30/08/18	17:25:45	//	17:25:46	59.0955	0.9895	15.19	NaN	2047.10	347.84	207.16	1.37	32.70	1023.40	1019.60	-1.04	2.89	86.83	124.00	19.10	9.89	9.89	9.89	3.29	4.69	26.56	32.99	15.042	313.938	100.182	15.232	1023.52	1
EQU	0	30/08/18	17:27:17	//	17:27:18	59.0983	0.9777	15.18	NaN	2046.80	347.86	206.95	1.36	32.68	1023.20	1019.68	-1.15	2.89	86.94	124.00	-55.61	9.89	9.89	9.89	3.96	4.69	26.56	32.99	15.036	313.806	100.123	15.224	1023.44	1
EQU	0	30/08/18	17:28:50	//	17:28:51	59.1012	0.9660	15.19	NaN	2045.20	347.56	207.12	1.37	32.67	1023.00	1019.71	-1.07	2.91	85.17	124.00	-55.64	9.89	9.89	9.89	3.08	4.81	26.56	32.99	15.023	314.853	100.447	15.219	1023.47	1
EQU	0	30/08/18	17:30:22	//	17:30:23	59.1040	0.9544	15.17	NaN	2043.10	347.03	206.16	1.36	32.66	1023.10	1019.69	-1.14	2.90	87.59	124.00	-55.61	9.89	9.89	9.89	3.57	4.81	26.50	32.99	15.006	315.831	100.721	15.202	1023.47	1
EQU	0	30/08/18	17:31:55	//	17:31:56	59.1069	0.9426	15.15	NaN	2040.90	346.53	206.45	1.36	32.66	1023.10	1019.48	-1.06	2.89	86.88	124.00	-55.64	9.89	9.89	9.89	4.41	4.81	26.50	32.99	14.996	315.839	100.697	15.189	1023.32	1
EQU	0	30/08/18	17:33:28	//	17:33:29	59.1098	0.9307	15.15	NaN	2039.00	346.07	206.41	1.36	32.65	1023.20	1019.63	-1.02	2.89	87.05	124.00	-55.59	9.89	9.89	9.89	3.61	4.94	26.56	32.99	14.991	315.805	100.665	15.180	1023.35	1
EQU	0	30/08/18	17:35:00	//	17:35:01	59.1127	0.9190	15.14	NaN	2037.40	345.73	206.79	1.36	32.64	1023.10	1019.69	-1.14	2.88	87.53	124.00	-55.56	9.89	9.89	9.89	4.80	4.87	26.50	32.99	15.001	315.136	100.453	15.180	1023.35	1
EQU	0	30/08/18	17:36:33	//	17:36:34	59.1156	0.9071	15.16	NaN	2036.90	345.66	206.50	1.36	32.63	1023.00	1019.81	-1.08	2.89	86.24	124.00	-55.64	9.89	9.89	9.89	4.88	4.81	26.50	32.99	15.018	315.718	100.675	15.197	1023.23	1
EQU	0	30/08/18	17:38:05	//	17:38:07	59.1185	0.8953	15.17	NaN	2037.40	345.70	206.62	1.36	32.62	1023.10	1019.77	-1.04	2.88	87.70	124.00	-55.65	9.89	9.89	9.89	3.31	4.81	26.50	32.89	15.036	316.166	100.849	15.211	1023.44	1
EQU	0	30/08/18	17:39:38	//	17:39:39	59.1213	0.8835	15.19	NaN	2037.70	345.73	206.95	1.36	32.62	1023.20	1019.77	-1.12	2.87	87.32	124.00	-55.64	9.89	9.89	9.89	3.58	4.81	26.50	32.89	15.036	315.855	100.773	15.222	1023.49	1
EQU	0	30/08/18	17:41:11	//	17:41:12	59.1242	0.8717	15.18	NaN	2037.80	345.72	206.45	1.36	32.61	1023.30	1019.82	-1.19	2.89	85.59	124.00	-55.58	9.89	9.89	9.89	4.53	4.87	26.50	32.89	15.018	316.651	101.016	15.217	1023.38	1
EQU	0	30/08/18	17:42:43	//	17:42:44	59.1271	0.8601	15.15	NaN	2038.10	345.76	206.62	1.36	32.60	1023.30	1019.73	-1.16	2.87	84.95	124.00	-55.63	9.89	9.89	9.89	3.49	4.87	26.50	32.89	14.974	317.079	101.064	15.176	1023.41	1
EQU	0	30/08/18	17:44:16	//	17:44:17	59.1300	0.8484	15.13	NaN	2036.80	345.39	206.70	1.36	32.58	1023.40	1019.83	-1.10	2.87	87.43	124.00	-55.67	9.89	9.89	9.89	4.78	4.69	26.50	32.89	14.976	317.542	101.180	15.162	1023.40	1
EQU	0	30/08/18	17:45:49	//	17:45:50	59.1329	0.8366	15.12	NaN	2036.10	345.33	206.45	1.36	32.58	1023.30	1019.79	-1.13	2.89	87.75	124.00	-55.73	9.89	9.89	9.89	4.59	4.69	26.44	32.89	14.966	318.017	101.311	15.153	1023.75	1
EQU	0	30/08/18	17:47:23	//	17:47:24	59.1357	0.8248	15.11	NaN	2036.00	345.16	206.54	1.36	32.57	1023.50	1019.70	-1.08	2.90	86.94	124.00	-54.99	9.89	9.89	9.89	4.33	4.69	26.44	32.89	14.956	318.681	101.511	15.148	1023.66	1
EQU	0	30/08/18	17:48:55	//	17:48:56	59.1386	0.8131	15.10	NaN	2036.10	345.11	206.87	1.36	32.56	1023.60	1019.74	-1.15	2.91	86.02	124.00	-54.91	9.89	9.89	9.89	4.82	4.69	26.44	32.78	14.958	318.993	101.595	15.141	1023.45	1
EQU	0	30/08/18	17:50:28	//	17:50:29	59.1416	0.8013	15.11	NaN	2035.40	345.08	206.83	1.36	32.55	1023.20	1019.88	-1.14	2.90	87.16	124.00	-53.66	9.89	9.89	9.89	2.80	4.75	26.44	32.78	14.962	319.616	101.808	15.147	1023.63	1
EQU	0	30/08/18	17:52:01	//	17:52:02	59.1444	0.7894	15.12	NaN	2036.70	345.34	206.87	1.36	32.54	1023.40	1019.92	-1.11	2.88	85.54	124.00	94.39	9.89	9.89	9.89	4.10	4.81	26.44	32.78	14.971	318.654	101.517	15.154	1023.68	1
EQU-DRAIN	0	30/08/18	17:53:33	//	17:53:34	59.1471	0.7776	15.13	NaN	2037.90	345.65	206.62	1.36	32.53	1023.20	1020.02	-1.09	2.88	87.05	124.00	94.32	9.89	9.89	9.89	3.16	4.94	26.44	32.78	14.979	317.611	101.209	15.165	1023.56	1
EQU	0	30/08/18	17:55:27	//	17:55:28	59.1506	0.7631	15.11	NaN	2039.00	345.83	207.12	1.36	32.52	1023.40	1019.95	-1.12	2.88	84.69	124.00	93.01	9.89	9.89	9.89	3.40	4.69	26.44	32.78	14.952	317.171	101.026	15.146	1023.60	1
EQU	0	30/08/18	17:56:59	//	17:57:00	59.1533	0.7513	15.10	NaN	2037.50	345.53	206.66	1.36	32.52	1023.30	1019.84	-1.05	2.89	87.21	124.00	-55.75	9.89	9.89	9.89	3.00	4.81	26.44	32.78	14.963	316.511	100.816	15.145	1023.61	1
EQU	0	30/08/18	17:58:32	//	17:58:33	59.1561	0.7394	15.11	NaN	2037.40	345.47	206.66	1.36	32.51	1023.40	1019.88	-1.16	2.90	85.11	124.00	21.62	9.89	9.89	9.89	2.47	5.00	26.44	32.78	14.959	316.967	100.964	15.147	1023.60	1
EQU	0	30/08/18	18:00:05	//	18:00:06	59.1589	0.7274	15.11	NaN	2037.50	345.54	207.16	1.36	32.50	1023.20	1019.88	-1.10	2.88	84.85	124.00	21.57	9.89	9.89	9.89	2.92	5.06	26.44	32.68	14.957	316.370	100.766	15.144	1023.61	1
EQU	0	30/08/18	18:01:37	//	18:01:38	59.1616	0.7157	15.10	NaN	2037.60	345.48	207.33	1.37	32.49	1023.40	1019.78	-1.08	2.89	84.79	124.00	-52.95	9.89	9.89	9.89	4.88	5.06	26.44	32.68	14.954	315.672	100.537	15.140	0.00	1
EQU	0	30/08/18	18:03:10	//	18:03:11	59.1643	0.7037	15.11	NaN	2037.50	345.42	207.08	1.36	32.48	1023.60	1019.64	-1.20	2.88	86.88	124.00	-55.79	9.89	9.89	9.89	3.47	5.06	26.37	32.78	14.959	315.946	100.632	15.144	1023.55	1
EQU	0	30/08/18	18:04:42	//	18:04:44	59.1672	0.6919	15.11	NaN	2037.10	345.31	207.00	1.36	32.48	1023.50	1019.85	-1.07	2.90	85.65	124.00	-55.70	9.89	9.89	9.89	2.86	5.12	26.37	32.78	14.956	316.756	100.890	15.144	1023.48	1
EQU	0	30/08/18	18:06:15	//	18:06:16	59.1700	0.6802	15.10	NaN	2036.70	345.26	206.70	1.36	32.46	1023.40	1019.83	-1.15	2.90	86.29	124.00	-55.69	9.89	9.89	9.89	3.78	5.06	26.37	32.68	14.941	317.046	100.958	15.133	1023.58	1
EQU	0	30/08/18	18:07:48	//	18:07:49	59.1728	0.6683	15.09	NaN	2036.60	345.20	207.25	1.36	32.46	1023.40	1019.90	-1.07	2.88	86.56	124.00	-55.70	9.89	9.89	9.89	3.55	4.94	26.37	32.78	14.942	316.859	100.881	15.125	1023.70	1
EQU	0	30/08/18	18:09:20	//	18:09:21	59.1756	0.6565	15.10	NaN	2035.80	345.01	206.91	1.36	32.45	1023.40	1020.02	-1.11	2.87	86.83	124.00	-55.69	9.89	9.89	9.89	4.10	4.87	26.37	32.68	14.948	317.551	101.115	15.131	1023.74	1
EQU	0	30/08/18	18:10:53	//	18:10:54	59.1783	0.6444	15.09	NaN	2036.10	345.01	206.87	1.36	32.44	1023.60	1020.05	-1.11	2.87	87.26	124.00	-55.65	9.89	9.89	9.89	4.47	4.87	26.31	32.68	14.934	317.310	101.025	15.125	1023.57	1
EQU	0	30/08/18	18:12:25	//	18:12:26	59.1812	0.6326	15.08	NaN	2035.90	344.93	207.04	1.36	32.43	1023.50	1019.97	-1.14	2.87	86.35	124.00	-55.61	9.89	9.89	9.89	4.04	4.81	26.31	32.68	14.927	318.113	101.260	15.116	1023.69	1
EQU	0	30/08/18	18:13:58	//	18:13:59	59.1840	0.6206	15.08	NaN	2034.80	344.75	206.70	1.36	32.43	1023.50	1019.94	-1.11	2.89	86.62	124.00	-55.64	9.89	9.89	9.89	3.16	4.81	26.37	32.68	14.924	318.454	101.358	15.111	1023.73	1
EQU	0	30/08/18	18:15:31	//	18:15:32	59.1868	0.6087	15.07	NaN	2034.50	344.59	207.08	1.36	32.42	1023.70	1019.84	-1.16	2.86	86.40	124.00	-55.61	9.89	9.89	9.89	4.92	4.81	26.31	32.68	14.926	317.574	101.078	15.111	1023.62	1
EQU	0	30/08/18	18:17:03	//	18:17:04	59.1896	0.5968	15.07	NaN	2034.50	344.64	207.00	1.36	32.41	1023.50	1020.01	-1.25	2.86	85.70	124.00	18.83	9.89	9.89	9.89	2.63	4.81	26.37	32.68	14.917	318.344	101.320	15.109	1023.69	1
EQU	0	30/08/18	18:18:36	//	18:18:37	59.1924	0.5849	15.06	NaN	2034.50	344.67	207.41	1.37	32.40	1023.40	1020.16	-1.14	2.88	88.35	124.00	18.78	9.89	9.89	9.89	4.67	4.69	26.31	32.68	14.909	317.862	101.133	15.094	1023.70	1
EQU	0	30/08/18	18:20:09	//	18:20:10	59.1952	0.5729	15.06	NaN	2034.20	344.54	207.41	1.37	32.39	1023.60	1020.06	-1.09	2.87	87.10	124.00	18.74	9.89	9.89	9.89	3.68	4.75	26.31	32.57	14.909	319.061	101.522	15.097	1023.71	1
EQU	0	30/08/18	18:21:41	//	18:21:42	59.1980	0.5611	15.04	NaN	2034.00	344.50	207.08	1.36	32.38	1023.50	1020.11	-1.05	2.88	89.01	124.00	-55.74	9.89	9.89	9.89	1.94	4.69	26.31	32.57	14.827	319.058	101.449	15.065	1023.77	1
EQU	0	30/08/18	18:23:14	//	18:23:15	59.2009	0.5491	14.98	NaN	2031.60	343.94	207.54	1.37	32.37	1023.70	1020.01	-1.21	2.86	87.05	124.00	-55.77	9.89	9.89	9.89	4.43	4.69	26.25	32.57	14.840	319.384	101.459	15.022	1023.69	1
EQU	0	30/08/18	18:24:46	//	18:24:47	59.2036	0.5373	14.99	NaN	2027.50	343.00	207.29	1.36	32.37	1023.60	1020.07	-1.23	2.88	87.26	124.00	-55.74	9.89	9.89	9.89	4.08	4.69	26.31	32.57	14.828	318.983	101.317	15.015	1023.82	1
EQU	0	30/08/18	18:26:19	//	18:26:20	59.2064	0.5252	14.99	NaN	2025.40	342.51	207.25	1.36	32.36	1023.60	1019.98	-1.17	2.88	85.43	124.00	-55.77	9.89	9.89	9.89	4.37	4.81	26.31	32.47	14.843	318.231	101.102	15.026	1024.08	1
EQU	0	30/08/18	18:27:53	//	18:27:54	59.2093	0.5132	14.99	NaN	2025.10	342.36	207.08	1.36	32.35	1023.80	1020.16	-1.14	2.86	86.40	124.00	-55.66	9.89	9.89	9.89	4.29	4.94	26.25	32.47	14.839	317.804	100.971	15.028	1023.87	1
EQU	0	30/08/18	18:29:26	//	18:29:27	59.2120	0.5014	14.99	NaN	2024.80	342.40	206.70	1.36	32.34	1023.70	1020.07	-1.19	2.86	86.40	124.00	-55.68	9.89	9.89	9.89	2.79	5.06	26.25	32.47	14.843	318.903	101.319	15.027	1023.80	1
EQU	0	30/08/18	18:30:58	//	18:30:59	59.2148	0.4897	14.99	NaN	2024.10	342.18	207.12	1.36	32.34	1023.70	1020.24	-1.10	2.85	85.92	124.00	-55.72	9.89	9.89	9.89	4.41	5.06	26.25	32.36	14.842	319.643	101.548	15.025	1023.88	1
EQU	0	30/08/18	18:32:31	//	18:32:32	59.2176	0.4777	14.98	NaN	2024.10	342.17	206.95	1.36	32.33	1023.70	1020.18	-1.13	2.86	86.08	124.00	-55.46	9.89	9.89	9.89	4.49	4.94	26.25	32.36	14.800	318.911	101.274	15.006	1023.76	1
EQU	0	30/08/18	18:34:04	//	18:34:05	59.2205	0.4658	14.95	NaN	2022.70	341.90	207.25	1.36	32.32	1023.60	1020.34	-1.12	2.87	88.52	124.00	-55.41	9.89	9.89	9.89	3.33	4.87	26.25	32.36	14.794	319.674	101.464	14.982	1024.09	1
EQU	0	30/08/18	18:35:36	//	18:35:37	59.2233	0.4541	14.95	NaN	2021.10	341.43	207.37	1.36	32.32	1023.90	1020.18	-1.22	2.88	86.99	124.00	-55.43	9.89	9.89	9.89	3.50	4.81	26.25	32.26	14.809	320.370	101.703	14.990	1023.77	1
EQU	0	30/08/18	18:37:09	//	18:37:10	59.2261	0.4422	14.96	NaN	2019.80	341.24	207.45	1.37	32.30	1023.60	1020.31	-1.14	2.86	86.18	124.00	-55.76	9.89	9.89	9.89	4.64	4.81	26.25	32.26	14.817	320.264	101.692	15.001	1023.84	1
EQU	0	30/08/18	18:38:42	//	18:38:43	59.2290	0.4304	14.97	NaN	2019.70	341.26	207.66	1.37	32.30	1023.50	1020.17	-1.14	2.84	85.81	124.00	-55.74	9.89	9.89	9.89	5.11	4.81	26.25	32.26	14.809	319.905	101.577	15.000	1023.95	1
EQU	0	30/08/18	18:40:14	//	18:40:15	59.2318	0.4187	14.96	NaN	2020.50	341.42	207.54	1.37	32.30	1023.50	1020.36	-1.20	2.86	87.48	124.00	-55.69	9.89	9.89	9.89	2.56	4.81	26.19	32.15	14.793	319.614	101.463	14.990	1023.96	1
EQU	0	30/08/18	18:41:47	//	18:41:48	59.2347	0.4069	14.93	NaN	2020.50	341.34	207.41	1.36	32.28	1023.70	1020.30	-1.23	2.87	86.78	124.00	-55.59	9.89	9.89	9.89	3.51	4.81	26.19	32.15	14.761	320.230	101.599	14.963	1023.91	1
EQU	0	30/08/18	18:43:19	//	18:43:20	59.2375	0.3953	14.88	NaN	2018.90	340.98	208.00	1.37	32.28	1023.60	1020.35	-1.14	2.88	88.84	124.00	-55.67	9.89	9.89	9.89	4.23	4.69	26.19	32.15	14.667	318.854	101.016	14.896	1023.95	1
EQU	0	30/08/18	18:44:52	//	18:44:53	59.2404	0.3835	14.82	NaN	2014.40	339.88	207.62	1.37	32.26	1023.90	1020.28	-1.20	2.87	86.24	124.00	-55.64	9.89	9.89	9.89	3.61	4.69	26.19	32.05	14.659	318.979	100.956	14.851	1024.06	1
EQU	0	30/08/18	18:46:25	//	18:46:26	59.2433	0.3717	14.82	NaN	2009.10	338.74	207.70	1.37	32.26	1023.80	1020.31	-1.11	2.85	87.16	124.00	-55.77	9.89	9.89	9.89	3.31	4.69	26.19	32.05	14.675	318.632	100.859	14.857	1023.86	1
EQU	0	30/08/18	18:47:57	//	18:47:58	59.2461	0.3601	14.82	NaN	2007.40	338.31	207.66	1.37	32.25	1023.90	1020.21	-1.09	2.85	88.19	124.00	-55.69	9.89	9.89	9.89	4.52	4.81	26.19	32.05	14.656	319.473	101.128	14.858	1023.76	1
EQU	0	30/08/18	18:49:30	//	18:49:31	59.2490	0.3483	14.81	NaN	2005.50	337.92	207.58	1.37	32.24	1023.80	1020.23	-1.12	2.87	84.95	124.00	-55.61	9.89	9.89	9.89	3.86	5.06	26.19	31.94	14.651	320.815	101.523	14.844	1024.18	1
EQU	0	30/08/18	18:51:03	//	18:51:04	59.2518	0.3364	14.80	NaN	2003.50	337.47	207.58	1.37	32.24	1023.80	1020.36	-1.23	2.87	86.62	124.00	-55.51	9.89	9.89	9.89	3.65	5.06	26.19	31.94	14.650	320.668	101.465	14.839	1023.89	1
EQU	0	30/08/18	18:52:35	//	18:52:36	59.2546	0.3246	14.80	NaN	2002.20	337.06	207.62	1.37	32.23	1024.10	1020.14	-1.20	2.87	85.06	124.00	-55.57	9.89	9.89	9.89	4.31	5.00	26.19	31.94	14.658	319.898	101.225	14.841	24.18	1
EQU-DRAIN	0	30/08/18	18:54:08	//	18:54:09	59.2575	0.3127	14.82	NaN	2000.80	336.88	207.75	1.37	32.21	1023.80	1020.36	-1.19	2.86	85.54	124.00	18.86	9.89	9.89	9.89	4.43	4.75	26.12	31.84	14.681	322.524	102.095	14.859	1024.03	1
EQU	0	30/08/18	18:56:01	//	18:56:02	59.2610	0.2984	14.83	NaN	2001.80	337.01	208.29	1.37	32.21	1023.90	1020.40	-1.13	2.86	86.24	124.00	18.81	9.89	9.89	9.89	4.25	4.94	26.12	31.74	14.667	323.715	102.488	14.866	1024.00	1
EQU	0	30/08/18	18:57:34	//	18:57:35	59.2638	0.2865	14.81	NaN	2001.40	336.94	207.95	1.37	32.20	1023.90	1020.48	-1.27	2.86	85.75	124.00	18.81	9.89	9.89	9.89	3.80	4.81	26.12	31.74	14.666	322.725	102.143	14.851	1024.01	1
EQU	0	30/08/18	18:59:07	//	18:59:08	59.2666	0.2745	14.81	NaN	2000.10	336.65	208.00	1.37	32.19	1023.90	1020.39	-1.16	2.86	87.32	124.00	-55.68	9.89	9.89	9.89	4.31	4.75	26.12	31.74	14.670	321.736	101.831	14.852	1024.00	1
EQU	0	30/08/18	19:00:39	//	19:00:40	59.2695	0.2627	14.82	NaN	1999.00	336.41	208.04	1.37	32.19	1023.90	1020.51	-1.19	2.86	83.94	124.00	-55.67	9.89	9.89	9.89	2.61	4.81	26.12	31.74	14.667	320.524	101.451	14.854	1024.18	1
EQU	0	30/08/18	19:02:13	//	19:02:14	59.2723	0.2506	14.82	NaN	1999.30	336.45	208.37	1.37	32.18	1023.90	1020.56	-1.18	2.88	85.65	124.00	-55.62	9.89	9.89	9.89	3.45	4.69	26.12	31.63	14.684	320.638	101.509	14.863	1024.07	1
EQU	0	30/08/18	19:03:46	//	19:03:47	59.2752	0.2388	14.83	NaN	1999.70	336.59	208.16	1.37	32.17	1023.80	1020.54	-1.14	2.88	87.43	124.00	-55.65	9.89	9.89	9.89	4.12	4.69	26.12	31.63	14.673	320.274	101.401	14.867	1024.08	1
EQU	0	30/08/18	19:05:18	//	19:05:19	59.2780	0.2271	14.82	NaN	2000.80	336.70	208.08	1.37	32.16	1024.00	1020.35	-1.17	2.86	87.32	124.00	-55.58	9.89	9.89	9.89	4.35	4.69	26.06	31.63	14.640	325.253	102.939	14.850	1024.17	1
EQU	0	30/08/18	19:06:51	//	19:06:52	59.2808	0.2151	14.75	NaN	1999.80	336.56	207.70	1.37	32.16	1023.80	1020.58	-1.23	2.86	85.33	124.00	-55.59	9.89	9.89	9.89	3.43	4.75	26.12	31.53	14.569	325.150	102.742	14.776	1024.21	1
EQU	0	30/08/18	19:08:24	//	19:08:25	59.2838	0.2032	14.74	NaN	1998.30	336.28	207.79	1.37	32.14	1023.70	1020.55	-1.08	2.85	87.21	124.00	-55.56	9.89	9.89	9.89	4.96	4.87	26.12	31.53	14.587	325.248	102.774	14.776	1024.22	1
EQU	0	30/08/18	19:09:56	//	19:09:57	59.2866	0.1914	14.74	NaN	1999.00	336.26	207.87	1.37	32.13	1024.10	1020.47	-1.18	2.86	85.65	124.00	-53.81	9.89	9.89	9.89	3.35	5.06	26.12	31.53	14.587	325.106	102.728	14.776	1023.99	1
EQU	0	30/08/18	19:11:29	//	19:11:30	59.2895	0.1795	14.74	NaN	1997.70	336.05	208.00	1.37	32.12	1023.90	1020.68	-1.16	2.86	87.70	124.00	-53.83	9.89	9.89	9.89	4.27	5.06	26.06	31.42	14.601	324.796	102.637	14.779	1024.12	1
EQU	0	30/08/18	19:13:02	//	19:13:03	59.2924	0.1675	14.76	NaN	1996.90	335.80	208.29	1.37	32.12	1024.00	1020.65	-1.18	2.87	87.26	124.00	-53.84	9.89	9.89	9.89	4.20	4.87	26.06	31.42	14.623	324.169	102.491	14.802	1024.36	1
EQU	0	30/08/18	19:14:34	//	19:14:35	59.2952	0.1558	14.78	NaN	1997.00	335.74	208.25	1.37	32.11	1024.20	1020.46	-1.38	2.86	86.67	124.00	-55.74	9.89	9.89	9.89	4.35	4.81	26.06	31.42	14.632	324.280	102.557	14.816	1023.98	1
EQU	0	30/08/18	19:16:07	//	19:16:08	59.2981	0.1439	14.78	NaN	1996.60	335.74	208.54	1.37	32.09	1024.00	1020.47	-1.23	2.86	86.62	124.00	-55.77	9.89	9.89	9.89	3.84	4.81	26.06	31.42	14.626	324.034	102.478	14.816	1024.08	1
EQU	0	30/08/18	19:17:40	//	19:17:41	59.3010	0.1318	14.78	NaN	1996.60	335.74	208.41	1.37	32.09	1024.10	1020.45	-1.18	2.85	87.43	124.00	-55.66	9.89	9.89	9.89	3.35	4.75	26.06	31.32	14.619	323.426	102.273	14.810	1024.34	1
EQU	0	30/08/18	19:19:14	//	19:19:15	59.3039	0.1196	14.77	NaN	1996.30	335.57	208.83	1.37	32.08	1024.20	1020.45	-1.17	2.88	86.45	124.00	-55.54	9.89	9.89	9.89	3.68	4.81	26.00	31.32	14.626	322.796	102.065	14.806	1024.16	1
STD1	0	30/08/18	19:23:44	//	19:23:45	59.3123	0.0848	14.73	0.00	5.45	-0.17	-13.46	-0.08	32.05	1024.20	1020.63	-1.23	2.84	85.81	124.00	-55.70	9.89	9.89	9.89	4.00	4.75	26.06	31.21	14.577	323.333	102.139	14.763	1024.23	1
STD2	0	30/08/18	19:28:15	//	19:28:15	59.3206	0.0499	14.66	189.97	1253.90	189.53	-20.50	-0.13	32.04	1024.00	1020.63	-1.23	2.87	77.34	124.00	18.77	9.89	9.89	9.89	4.84	5.06	26.00	31.21	14.486	322.855	101.814	14.684	1024.35	1
STD3	0	30/08/18	19:32:45	//	19:32:46	59.3287	0.0149	14.65	395.35	2255.00	393.94	-24.25	-0.15	32.01	1024.10	1020.62	-1.20	2.85	78.61	124.00	-54.59	9.89	9.89	9.89	4.46	4.75	26.00	31.11	14.521	323.028	101.884	14.691	1024.43	1
STD4	0	30/08/18	19:37:15	//	19:37:16	59.3368	-0.0203	14.67	519.92	2750.50	519.66	-25.46	-0.16	32.00	1024.10	1020.73	-1.10	2.85	69.87	124.00	43.68	9.89	9.89	9.89	5.21	4.69	26.00	31.00	14.527	321.052	101.295	14.707	1024.60	1
STD1z	0	30/08/18	19:41:49	//	19:41:50	59.3448	-0.0559	14.70	0.00	6.37	-0.04	-27.00	-0.17	31.97	1024.30	1020.85	-1.20	2.85	88.90	124.00	-55.72	9.89	9.89	9.89	3.73	5.06	26.00	31.00	14.556	319.763	100.946	14.733	1024.55	1
STD4s	0	30/08/18	19:46:23	//	19:46:24	59.3529	-0.0918	14.62	0.00	2751.00	519.68	-26.79	-0.16	31.98	1024.30	1020.73	-1.20	2.85	81.27	124.00	-55.63	9.89	9.89	9.89	3.08	4.81	26.00	31.11	14.447	319.868	100.791	14.647	1024.50	1
STD1	0	30/08/18	19:50:53	//	19:50:54	59.3608	-0.1271	14.62	0.00	6.15	-0.03	-27.79	-0.17	31.96	1024.30	1020.99	-1.11	2.83	85.33	124.00	-55.63	9.89	9.89	9.89	3.13	4.69	26.00	31.11	14.476	320.946	101.157	14.659	1024.57	1
STD2-DRAIN	0	30/08/18	19:55:24	//	19:55:25	59.3686	-0.1624	14.64	189.97	1255.40	189.79	-27.62	-0.17	31.96	1024.40	1020.93	-1.15	2.84	76.39	124.00	18.87	9.89	9.89	9.89	4.78	5.06	26.00	31.21	14.477	324.170	102.197	14.670	0.00	1
